Hundee |Root|,Jirma |Stem|,Ani |I|,Nuti |We|,Ati |You|,Isin |You|,Inni |He|,Isheen |She|,Isaan |They|
mirkaneesuun,mirkanees_,Ani mirkaneese,Nuti mirkaneesne,Ati mirkaneeste,Isin mirkaneestan,Inni mirkaneese,Isheen mirkaneeste,Isaan mirkaneesan
mirkneessuun,mirkneess_,Ani mirkneesse,Nuti mirkneessne,Ati mirkneesste,Isin mirkneesstan,Inni mirkneesse,Isheen mirkneesste,Isaan mirkneessan
misoomsu,misooms_,Ani misoomse,Nuti misoomsne,Ati misoomste,Isin misoomstan,Inni misoomse,Isheen misoomste,Isaan misoomsan
misoomtu,misoom_,Ani misoome,Nuti misoomne,Ati misoomte,Isin misoomtan,Inni misoome,Isheen misoomte,Isaan misooman
misoomuu,misoom_,Ani misoome,Nuti misoomne,Ati misoomte,Isin misoomtan,Inni misoome,Isheen misoomte,Isaan misooman
moggaafaman,moggaafam_,Ani moggaafame,Nuti moggaafamne,Ati moggaafamte,Isin moggaafamtan,Inni moggaafame,Isheen moggaafamte,Isaan moggaafaman
moggaase,moggaas_,Ani moggaase,Nuti moggaasne,Ati moggaaste,Isin moggaastan,Inni moggaase,Isheen moggaaste,Isaan moggaasan
moggaasutu,moggaas_,Ani moggaase,Nuti moggaasne,Ati moggaaste,Isin moggaastan,Inni moggaase,Isheen moggaaste,Isaan moggaasan
moggaasuun,moggaas_,Ani moggaase,Nuti moggaasne,Ati moggaaste,Isin moggaastan,Inni moggaase,Isheen moggaaste,Isaan moggaasan
moggeessuu,moggeess_,Ani moggeesse,Nuti moggeessne,Ati moggeesste,Isin moggeesstan,Inni moggeesse,Isheen moggeesste,Isaan moggeessan
morme,morm_,Ani morme,Nuti mormne,Ati mormte,Isin mormtan,Inni morme,Isheen mormte,Isaan morman
mormu,morm_,Ani morme,Nuti mormne,Ati mormte,Isin mormtan,Inni morme,Isheen mormte,Isaan morman
mormuu,morm_,Ani morme,Nuti mormne,Ati mormte,Isin mormtan,Inni morme,Isheen mormte,Isaan morman
mormuun,morm_,Ani morme,Nuti mormne,Ati mormte,Isin mormtan,Inni morme,Isheen mormte,Isaan morman
mudachuu,mudat_,Ani mudate,Nuti mudatne,Ati mudatte,Isin mudattan,Inni mudate,Isheen mudatte,Isaan mudatan
mudatan,mudat_,Ani mudate,Nuti mudatne,Ati mudatte,Isin mudattan,Inni mudate,Isheen mudatte,Isaan mudatan
mudate,mudat_,Ani mudate,Nuti mudatne,Ati mudatte,Isin mudattan,Inni mudate,Isheen mudatte,Isaan mudatan
mudatu,mudat_,Ani mudate,Nuti mudatne,Ati mudatte,Isin mudattan,Inni mudate,Isheen mudatte,Isaan mudatan
muldhachuu,muldhat_,Ani muldhate,Nuti muldhatne,Ati muldhatte,Isin muldhattan,Inni muldhate,Isheen muldhatte,Isaan muldhatan
muldhatu,muldhat_,Ani muldhate,Nuti muldhatne,Ati muldhatte,Isin muldhattan,Inni muldhate,Isheen muldhatte,Isaan muldhatan
mul'achuun,mul'ach_,Ani mul'ache,Nuti mul'achne,Ati mul'achte,Isin mul'achtan,Inni mul'ache,Isheen mul'achte,Isaan mul'achan
mul'anne,mul'at_,Ani mul'ate,Nuti mul'atne,Ati mul'atte,Isin mul'attan,Inni mul'ate,Isheen mul'atte,Isaan mul'atan
mul'ate,mul'at_,Ani mul'ate,Nuti mul'atne,Ati mul'atte,Isin mul'attan,Inni mul'ate,Isheen mul'atte,Isaan mul'atan
mul'atu,mul'at_,Ani mul'ate,Nuti mul'atne,Ati mul'atte,Isin mul'attan,Inni mul'ate,Isheen mul'atte,Isaan mul'atan
murteessuu,murteess_,Ani murteesse,Nuti murteessne,Ati murteesste,Isin murteesstan,Inni murteesse,Isheen murteesste,Isaan murteessan
murteessuun,murteess_,Ani murteesse,Nuti murteessne,Ati murteesste,Isin murteesstan,Inni murteesse,Isheen murteesste,Isaan murteessan
muudamu,muudam_,Ani muudame,Nuti muudamne,Ati muudamte,Isin muudamtan,Inni muudame,Isheen muudamte,Isaan muudaman
muudamuu,muudam_,Ani muudame,Nuti muudamne,Ati muudamte,Isin muudamtan,Inni muudame,Isheen muudamte,Isaan muudaman
muudamuun,muudam_,Ani muudame,Nuti muudamne,Ati muudamte,Isin muudamtan,Inni muudame,Isheen muudamte,Isaan muudaman
muudu,muud_,Ani muude,Nuti muudne,Ati muudte,Isin muudtan,Inni muude,Isheen muudte,Isaan muudan
nahu,nah_,Ani nahe,Nuti nahne,Ati nahte,Isin nahtan,Inni nahe,Isheen nahte,Isaan nahan
namagartuu,namagar_,Ani namagare,Nuti namagarne,Ati namagarte,Isin namagartan,Inni namagare,Isheen namagarte,Isaan namagaran
naqachuun,naqat_,Ani naqate,Nuti naqatne,Ati naqatte,Isin naqattan,Inni naqate,Isheen naqatte,Isaan naqatan
naqame,naqam_,Ani naqame,Nuti naqamne,Ati naqamte,Isin naqamtan,Inni naqame,Isheen naqamte,Isaan naqaman
narrative,narrativ_,Ani narrative,Nuti narrativne,Ati narrativte,Isin narrativtan,Inni narrative,Isheen narrativte,Isaan narrativan
native,nativ_,Ani native,Nuti nativne,Ati nativte,Isin nativtan,Inni native,Isheen nativte,Isaan nativan
nyaachisan,nyaachis_,Ani nyaachise,Nuti nyaachisne,Ati nyaachiste,Isin nyaachistan,Inni nyaachise,Isheen nyaachiste,Isaan nyaachisan
ogbarruu,ogbarr_,Ani ogbarre,Nuti ogbarrne,Ati ogbarrte,Isin ogbarrtan,Inni ogbarre,Isheen ogbarrte,Isaan ogbarran
olbaasuun,olbaas_,Ani olbaase,Nuti olbaasne,Ati olbaaste,Isin olbaastan,Inni olbaase,Isheen olbaaste,Isaan olbaasan
omishamu,omisham_,Ani omishame,Nuti omishamne,Ati omishamte,Isin omishamtan,Inni omishame,Isheen omishamte,Isaan omishaman
oofamu,oofam_,Ani oofame,Nuti oofamne,Ati oofamte,Isin oofamtan,Inni oofame,Isheen oofamte,Isaan oofaman
oofan,oof_,Ani oofe,Nuti oofne,Ati oofte,Isin ooftan,Inni oofe,Isheen oofte,Isaan oofan
oolache,oolach_,Ani oolache,Nuti oolachne,Ati oolachte,Isin oolachtan,Inni oolache,Isheen oolachte,Isaan oolachan
oolan,ool_,Ani oole,Nuti oolne,Ati oolte,Isin ooltan,Inni oole,Isheen oolte,Isaan oolan
oolchan,oolch_,Ani oolche,Nuti oolchne,Ati oolchte,Isin oolchtan,Inni oolche,Isheen oolchte,Isaan oolchan
oolchuu,oolch_,Ani oolche,Nuti oolchne,Ati oolchte,Isin oolchtan,Inni oolche,Isheen oolchte,Isaan oolchan
oolchuun,oolch_,Ani oolche,Nuti oolchne,Ati oolchte,Isin oolchtan,Inni oolche,Isheen oolchte,Isaan oolchan
oolfachuu,oolfat_,Ani oolfate,Nuti oolfatne,Ati oolfatte,Isin oolfattan,Inni oolfate,Isheen oolfatte,Isaan oolfatan
ooltu,ool_,Ani oole,Nuti oolne,Ati oolte,Isin ooltan,Inni oole,Isheen oolte,Isaan oolan
oolu,ool_,Ani oole,Nuti oolne,Ati oolte,Isin ooltan,Inni oole,Isheen oolte,Isaan oolan
ooluu,ool_,Ani oole,Nuti oolne,Ati oolte,Isin ooltan,Inni oole,Isheen oolte,Isaan oolan
ooluun,ool_,Ani oole,Nuti oolne,Ati oolte,Isin ooltan,Inni oole,Isheen oolte,Isaan oolan
oomishuu,oomish_,Ani oomishe,Nuti oomishne,Ati oomishte,Isin oomishtan,Inni oomishe,Isheen oomishte,Isaan oomishan
oromeessu,oromeess_,Ani oromeesse,Nuti oromeessne,Ati oromeesste,Isin oromeesstan,Inni oromeesse,Isheen oromeesste,Isaan oromeessan
oromoofne,oromoof_,Ani oromoofe,Nuti oromoofne,Ati oromoofte,Isin oromooftan,Inni oromoofe,Isheen oromoofte,Isaan oromoofan
oromootatu,oromootat_,Ani oromootate,Nuti oromootatne,Ati oromootatte,Isin oromootattan,Inni oromootate,Isheen oromootatte,Isaan oromootatan
oromootu,oromoot_,Ani oromoote,Nuti oromootne,Ati oromootte,Isin oromoottan,Inni oromoote,Isheen oromootte,Isaan oromootan
qaanfachuun,qaanfat_,Ani qaanfate,Nuti qaanfatne,Ati qaanfatte,Isin qaanfattan,Inni qaanfate,Isheen qaanfatte,Isaan qaanfatan
qaarfamuun,qaarfam_,Ani qaarfame,Nuti qaarfamne,Ati qaarfamte,Isin qaarfamtan,Inni qaarfame,Isheen qaarfamte,Isaan qaarfaman
qaarse,qaars_,Ani qaarse,Nuti qaarsne,Ati qaarste,Isin qaarstan,Inni qaarse,Isheen qaarste,Isaan qaarsan
qabaachuu,qabaat_,Ani qabaate,Nuti qabaatne,Ati qabaatte,Isin qabaattan,Inni qabaate,Isheen qabaatte,Isaan qabaatan
qabaachuun,qabaat_,Ani qabaate,Nuti qabaatne,Ati qabaatte,Isin qabaattan,Inni qabaate,Isheen qabaatte,Isaan qabaatan
qabaachuutu,qabaach_,Ani qabaache,Nuti qabaachne,Ati qabaachte,Isin qabaachtan,Inni qabaache,Isheen qabaachte,Isaan qabaachan
qabaanne,qabaat_,Ani qabaate,Nuti qabaatne,Ati qabaatte,Isin qabaattan,Inni qabaate,Isheen qabaatte,Isaan qabaatan
qabaatan,qabaat_,Ani qabaate,Nuti qabaatne,Ati qabaatte,Isin qabaattan,Inni qabaate,Isheen qabaatte,Isaan qabaatan
qabaatu,qabaat_,Ani qabaate,Nuti qabaatne,Ati qabaatte,Isin qabaattan,Inni qabaate,Isheen qabaatte,Isaan qabaatan
qabachuu,qabat_,Ani qabate,Nuti qabatne,Ati qabatte,Isin qabattan,Inni qabate,Isheen qabatte,Isaan qabatan
qabachuun,qabat_,Ani qabate,Nuti qabatne,Ati qabatte,Isin qabattan,Inni qabate,Isheen qabatte,Isaan qabatan
qabaman,qabam_,Ani qabame,Nuti qabamne,Ati qabamte,Isin qabamtan,Inni qabame,Isheen qabamte,Isaan qabaman
qaban,qab_,Ani qabe,Nuti qabne,Ati qabte,Isin qabtan,Inni qabe,Isheen qabte,Isaan qaban
qabantu,qaban_,Ani qabane,Nuti qabanne,Ati qabante,Isin qabantan,Inni qabane,Isheen qabante,Isaan qabanan
qabatame,qabatam_,Ani qabatame,Nuti qabatamne,Ati qabatamte,Isin qabatamtan,Inni qabatame,Isheen qabatamte,Isaan qabataman
qabatamu,qabatam_,Ani qabatame,Nuti qabatamne,Ati qabatamte,Isin qabatamtan,Inni qabatame,Isheen qabatamte,Isaan qabataman
qabatan,qabat_,Ani qabate,Nuti qabatne,Ati qabatte,Isin qabattan,Inni qabate,Isheen qabatte,Isaan qabatan
qabate,qabat_,Ani qabate,Nuti qabatne,Ati qabatte,Isin qabattan,Inni qabate,Isheen qabatte,Isaan qabatan
qabatte,qabat_,Ani qabate,Nuti qabatne,Ati qabatte,Isin qabattan,Inni qabate,Isheen qabatte,Isaan qabatan
qabattu,qabat_,Ani qabate,Nuti qabatne,Ati qabatte,Isin qabattan,Inni qabate,Isheen qabatte,Isaan qabatan
qabatu,qabat_,Ani qabate,Nuti qabatne,Ati qabatte,Isin qabattan,Inni qabate,Isheen qabatte,Isaan qabatan
qabe,qab_,Ani qabe,Nuti qabne,Ati qabte,Isin qabtan,Inni qabe,Isheen qabte,Isaan qaban
qabne,qab_,Ani qabe,Nuti qabne,Ati qabte,Isin qabtan,Inni qabe,Isheen qabte,Isaan qaban
qabnu,qab_,Ani qabe,Nuti qabne,Ati qabte,Isin qabtan,Inni qabe,Isheen qabte,Isaan qaban
qabnuu,qabn_,Ani qabne,Nuti qabnne,Ati qabnte,Isin qabntan,Inni qabne,Isheen qabnte,Isaan qabnan
qabsaaye,qabsaay_,Ani qabsaaye,Nuti qabsaayne,Ati qabsaayte,Isin qabsaaytan,Inni qabsaaye,Isheen qabsaayte,Isaan qabsaayan
qabsaayu,qabsaay_,Ani qabsaaye,Nuti qabsaayne,Ati qabsaayte,Isin qabsaaytan,Inni qabsaaye,Isheen qabsaayte,Isaan qabsaayan
qabsaayuun,qabsaay_,Ani qabsaaye,Nuti qabsaayne,Ati qabsaayte,Isin qabsaaytan,Inni qabsaaye,Isheen qabsaayte,Isaan qabsaayan
qabsaa'amu,qabsaa'am_,Ani qabsaa'ame,Nuti qabsaa'amne,Ati qabsaa'amte,Isin qabsaa'amtan,Inni qabsaa'ame,Isheen qabsaa'amte,Isaan qabsaa'aman
qabsaa'uu,qabsaa'_,Ani qabsaa'e,Nuti qabsaa'ne,Ati qabsaa'te,Isin qabsaa'tan,Inni qabsaa'e,Isheen qabsaa'te,Isaan qabsaa'an
qabsaa'uun,qabsaa'_,Ani qabsaa'e,Nuti qabsaa'ne,Ati qabsaa'te,Isin qabsaa'tan,Inni qabsaa'e,Isheen qabsaa'te,Isaan qabsaa'an
qabsaa'uutu,qabsaa'_,Ani qabsaa'e,Nuti qabsaa'ne,Ati qabsaa'te,Isin qabsaa'tan,Inni qabsaa'e,Isheen qabsaa'te,Isaan qabsaa'an
qabsiisan,qabsiis_,Ani qabsiise,Nuti qabsiisne,Ati qabsiiste,Isin qabsiistan,Inni qabsiise,Isheen qabsiiste,Isaan qabsiisan
qabsiise,qabsiis_,Ani qabsiise,Nuti qabsiisne,Ati qabsiiste,Isin qabsiistan,Inni qabsiise,Isheen qabsiiste,Isaan qabsiisan
qabsiisuu,qabsiis_,Ani qabsiise,Nuti qabsiisne,Ati qabsiiste,Isin qabsiistan,Inni qabsiise,Isheen qabsiiste,Isaan qabsiisan
qabsisuu,qabsis_,Ani qabsise,Nuti qabsisne,Ati qabsiste,Isin qabsistan,Inni qabsise,Isheen qabsiste,Isaan qabsisan
qabsooftan,qabsos_,Ani qabsose,Nuti qabsosne,Ati qabsoste,Isin qabsostan,Inni qabsose,Isheen qabsoste,Isaan qabsosan
qabutu,qab_,Ani qabe,Nuti qabne,Ati qabte,Isin qabtan,Inni qabe,Isheen qabte,Isaan qaban
qabuu,qab_,Ani qabe,Nuti qabne,Ati qabte,Isin qabtan,Inni qabe,Isheen qabte,Isaan qaban
qabuun,qab_,Ani qabe,Nuti qabne,Ati qabte,Isin qabtan,Inni qabe,Isheen qabte,Isaan qaban
qabuutu,qab_,Ani qabe,Nuti qabne,Ati qabte,Isin qabtan,Inni qabe,Isheen qabte,Isaan qaban
qalbifannu,qalbifat_,Ani qalbifate,Nuti qalbifatne,Ati qalbifatte,Isin qalbifattan,Inni qalbifate,Isheen qalbifatte,Isaan qalbifatan
qananeeffamuu,qananeeffam_,Ani qananeeffame,Nuti qananeeffamne,Ati qananeeffamte,Isin qananeeffamtan,Inni qananeeffame,Isheen qananeeffamte,Isaan qananeeffaman
qaqqabe,qaqqab_,Ani qaqqabe,Nuti qaqqabne,Ati qaqqabte,Isin qaqqabtan,Inni qaqqabe,Isheen qaqqabte,Isaan qaqqaban
qarachuu,qarat_,Ani qarate,Nuti qaratne,Ati qaratte,Isin qarattan,Inni qarate,Isheen qaratte,Isaan qaratan
qaraman,qaram_,Ani qarame,Nuti qaramne,Ati qaramte,Isin qaramtan,Inni qarame,Isheen qaramte,Isaan qaraman
qarame,qaram_,Ani qarame,Nuti qaramne,Ati qaramte,Isin qaramtan,Inni qarame,Isheen qaramte,Isaan qaraman
qaran,qar_,Ani qare,Nuti qarne,Ati qarte,Isin qartan,Inni qare,Isheen qarte,Isaan qaran
qarooman,qaroom_,Ani qaroome,Nuti qaroomne,Ati qaroomte,Isin qaroomtan,Inni qaroome,Isheen qaroomte,Isaan qarooman
qaroomsuu,qarooms_,Ani qaroomse,Nuti qaroomsne,Ati qaroomste,Isin qaroomstan,Inni qaroomse,Isheen qaroomste,Isaan qaroomsan
qbaachuu,qbaat_,Ani qbaate,Nuti qbaatne,Ati qbaatte,Isin qbaattan,Inni qbaate,Isheen qbaatte,Isaan qbaatan
qindeessu,qindeess_,Ani qindeesse,Nuti qindeessne,Ati qindeesste,Isin qindeesstan,Inni qindeesse,Isheen qindeesste,Isaan qindeessan
qisaasan,qisaas_,Ani qisaase,Nuti qisaasne,Ati qisaaste,Isin qisaastan,Inni qisaase,Isheen qisaaste,Isaan qisaasan
qisaasu,qisaas_,Ani qisaase,Nuti qisaasne,Ati qisaaste,Isin qisaastan,Inni qisaase,Isheen qisaaste,Isaan qisaasan
qofatu,qofat_,Ani qofate,Nuti qofatne,Ati qofatte,Isin qofattan,Inni qofate,Isheen qofatte,Isaan qofatan
qoodame,qoodam_,Ani qoodame,Nuti qoodamne,Ati qoodamte,Isin qoodamtan,Inni qoodame,Isheen qoodamte,Isaan qoodaman
qoodamu,qoodam_,Ani qoodame,Nuti qoodamne,Ati qoodamte,Isin qoodamtan,Inni qoodame,Isheen qoodamte,Isaan qoodaman
qooddatan,qooddat_,Ani qooddate,Nuti qooddatne,Ati qooddatte,Isin qooddattan,Inni qooddate,Isheen qooddatte,Isaan qooddatan
qophaahu,qophaah_,Ani qophaahe,Nuti qophaahne,Ati qophaahte,Isin qophaahtan,Inni qophaahe,Isheen qophaahte,Isaan qophaahan
qophaayuu,qophaay_,Ani qophaaye,Nuti qophaayne,Ati qophaayte,Isin qophaaytan,Inni qophaaye,Isheen qophaayte,Isaan qophaayan
qopheessuu,qopheess_,Ani qopheesse,Nuti qopheessne,Ati qopheesste,Isin qopheesstan,Inni qopheesse,Isheen qopheesste,Isaan qopheessan
qopheessuun,qopheess_,Ani qopheesse,Nuti qopheessne,Ati qopheesste,Isin qopheesstan,Inni qopheesse,Isheen qopheesste,Isaan qopheessan
qophheessuu,qophheess_,Ani qophheesse,Nuti qophheessne,Ati qophheesste,Isin qophheesstan,Inni qophheesse,Isheen qophheesste,Isaan qophheessan
qoqqodame,qoqqodam_,Ani qoqqodame,Nuti qoqqodamne,Ati qoqqodamte,Isin qoqqodamtan,Inni qoqqodame,Isheen qoqqodamte,Isaan qoqqodaman
qoqqode,qoqqod_,Ani qoqqode,Nuti qoqqodne,Ati qoqqodte,Isin qoqqodtan,Inni qoqqode,Isheen qoqqodte,Isaan qoqqodan
qorachuun,qorat_,Ani qorate,Nuti qoratne,Ati qoratte,Isin qorattan,Inni qorate,Isheen qoratte,Isaan qoratan
quban,qub_,Ani qube,Nuti qubne,Ati qubte,Isin qubtan,Inni qube,Isheen qubte,Isaan quban
qubatan,qubat_,Ani qubate,Nuti qubatne,Ati qubatte,Isin qubattan,Inni qubate,Isheen qubatte,Isaan qubatan
qubate,qubat_,Ani qubate,Nuti qubatne,Ati qubatte,Isin qubattan,Inni qubate,Isheen qubatte,Isaan qubatan
qubatu,qubat_,Ani qubate,Nuti qubatne,Ati qubatte,Isin qubattan,Inni qubate,Isheen qubatte,Isaan qubatan
qullatuun,qullat_,Ani qullate,Nuti qullatne,Ati qullatte,Isin qullattan,Inni qullate,Isheen qullatte,Isaan qullatan
qusachuu,qusat_,Ani qusate,Nuti qusatne,Ati qusatte,Isin qusattan,Inni qusate,Isheen qusatte,Isaan qusatan
qusachuun,qusat_,Ani qusate,Nuti qusatne,Ati qusatte,Isin qusattan,Inni qusate,Isheen qusatte,Isaan qusatan
qusatu,qusat_,Ani qusate,Nuti qusatne,Ati qusatte,Isin qusattan,Inni qusate,Isheen qusatte,Isaan qusatan
quubsuu,quubs_,Ani quubse,Nuti quubsne,Ati quubste,Isin quubstan,Inni quubse,Isheen quubste,Isaan quubsan
quucarsan,quucars_,Ani quucarse,Nuti quucarsne,Ati quucarste,Isin quucarstan,Inni quucarse,Isheen quucarste,Isaan quucarsan
quucarsu,quucars_,Ani quucarse,Nuti quucarsne,Ati quucarste,Isin quucarstan,Inni quucarse,Isheen quucarste,Isaan quucarsan
raabsan,raabs_,Ani raabse,Nuti raabsne,Ati raabste,Isin raabstan,Inni raabse,Isheen raabste,Isaan raabsan
raabsu,raabs_,Ani raabse,Nuti raabsne,Ati raabste,Isin raabstan,Inni raabse,Isheen raabste,Isaan raabsan
raabsuu,raabs_,Ani raabse,Nuti raabsne,Ati raabste,Isin raabstan,Inni raabse,Isheen raabste,Isaan raabsan
raabsuun,raabs_,Ani raabse,Nuti raabsne,Ati raabste,Isin raabstan,Inni raabse,Isheen raabste,Isaan raabsan
raagan,raag_,Ani raage,Nuti raagne,Ati raagte,Isin raagtan,Inni raage,Isheen raagte,Isaan raagan
raasuu,raas_,Ani raase,Nuti raasne,Ati raaste,Isin raastan,Inni raase,Isheen raaste,Isaan raasan
raawachiiftuu,raawachis_,Ani raawachise,Nuti raawachisne,Ati raawachiste,Isin raawachistan,Inni raawachise,Isheen raawachiste,Isaan raawachisan
raawachiiftuun,raawachiis_,Ani raawachiise,Nuti raawachiisne,Ati raawachiiste,Isin raawachiistan,Inni raawachiise,Isheen raawachiiste,Isaan raawachiisan
raawwachiisu,raawwachiis_,Ani raawwachiise,Nuti raawwachiisne,Ati raawwachiiste,Isin raawwachiistan,Inni raawwachiise,Isheen raawwachiiste,Isaan raawwachiisan
raawwachiisuu,raawwachiis_,Ani raawwachiise,Nuti raawwachiisne,Ati raawwachiiste,Isin raawwachiistan,Inni raawwachiise,Isheen raawwachiiste,Isaan raawwachiisan
raawwataman,raawwatam_,Ani raawwatame,Nuti raawwatamne,Ati raawwatamte,Isin raawwatamtan,Inni raawwatame,Isheen raawwatamte,Isaan raawwataman
raawwatame,raawwatam_,Ani raawwatame,Nuti raawwatamne,Ati raawwatamte,Isin raawwatamtan,Inni raawwatame,Isheen raawwatamte,Isaan raawwataman
raaw'achiiftuu,raaw'achis_,Ani raaw'achise,Nuti raaw'achisne,Ati raaw'achiste,Isin raaw'achistan,Inni raaw'achise,Isheen raaw'achiste,Isaan raaw'achisan
raaw'achiisu,raaw'achiis_,Ani raaw'achiise,Nuti raaw'achiisne,Ati raaw'achiiste,Isin raaw'achiistan,Inni raaw'achiise,Isheen raaw'achiiste,Isaan raaw'achiisan
raaw'achuu,raaw'at_,Ani raaw'ate,Nuti raaw'atne,Ati raaw'atte,Isin raaw'attan,Inni raaw'ate,Isheen raaw'atte,Isaan raaw'atan
raaw'ataman,raaw'atam_,Ani raaw'atame,Nuti raaw'atamne,Ati raaw'atamte,Isin raaw'atamtan,Inni raaw'atame,Isheen raaw'atamte,Isaan raaw'ataman
raaw'atame,raaw'atam_,Ani raaw'atame,Nuti raaw'atamne,Ati raaw'atamte,Isin raaw'atamtan,Inni raaw'atame,Isheen raaw'atamte,Isaan raaw'ataman
raaw'atamuun,raaw'atam_,Ani raaw'atame,Nuti raaw'atamne,Ati raaw'atamte,Isin raaw'atamtan,Inni raaw'atame,Isheen raaw'atamte,Isaan raaw'ataman
raaw'atu,raaw'at_,Ani raaw'ate,Nuti raaw'atne,Ati raaw'atte,Isin raaw'attan,Inni raaw'ate,Isheen raaw'atte,Isaan raaw'atan
rakkatu,rakkat_,Ani rakkate,Nuti rakkatne,Ati rakkatte,Isin rakkattan,Inni rakkate,Isheen rakkatte,Isaan rakkatan
ramadamuu,ramadam_,Ani ramadame,Nuti ramadamne,Ati ramadamte,Isin ramadamtan,Inni ramadame,Isheen ramadamte,Isaan ramadaman
rarra'u,rarra'_,Ani rarra'e,Nuti rarra'ne,Ati rarra'te,Isin rarra'tan,Inni rarra'e,Isheen rarra'te,Isaan rarra'an
rate,rat_,Ani rate,Nuti ratne,Ati ratte,Isin rattan,Inni rate,Isheen ratte,Isaan ratan
reefu,reef_,Ani reefe,Nuti reefne,Ati reefte,Isin reeftan,Inni reefe,Isheen reefte,Isaan reefan
saaman,saam_,Ani saame,Nuti saamne,Ati saamte,Isin saamtan,Inni saame,Isheen saamte,Isaan saaman
saamuu,saam_,Ani saame,Nuti saamne,Ati saamte,Isin saamtan,Inni saame,Isheen saamte,Isaan saaman
saaqame,saaqam_,Ani saaqame,Nuti saaqamne,Ati saaqamte,Isin saaqamtan,Inni saaqame,Isheen saaqamte,Isaan saaqaman
saaqe,saaq_,Ani saaqe,Nuti saaqne,Ati saaqte,Isin saaqtan,Inni saaqe,Isheen saaqte,Isaan saaqan
saaquun,saaq_,Ani saaqe,Nuti saaqne,Ati saaqte,Isin saaqtan,Inni saaqe,Isheen saaqte,Isaan saaqan
saaxilamu,saaxilam_,Ani saaxilame,Nuti saaxilamne,Ati saaxilamte,Isin saaxilamtan,Inni saaxilame,Isheen saaxilamte,Isaan saaxilaman
saaxilamuun,saaxilam_,Ani saaxilame,Nuti saaxilamne,Ati saaxilamte,Isin saaxilamtan,Inni saaxilame,Isheen saaxilamte,Isaan saaxilaman
saaxile,saaxil_,Ani saaxile,Nuti saaxilne,Ati saaxilte,Isin saaxiltan,Inni saaxile,Isheen saaxilte,Isaan saaxilan
saaxilu,saaxil_,Ani saaxile,Nuti saaxilne,Ati saaxilte,Isin saaxiltan,Inni saaxile,Isheen saaxilte,Isaan saaxilan
saaxiluu,saaxil_,Ani saaxile,Nuti saaxilne,Ati saaxilte,Isin saaxiltan,Inni saaxile,Isheen saaxilte,Isaan saaxilan
sababsuu,sababs_,Ani sababse,Nuti sababsne,Ati sababste,Isin sababstan,Inni sababse,Isheen sababste,Isaan sababsan
sanuu,san_,Ani sane,Nuti sanne,Ati sante,Isin santan,Inni sane,Isheen sante,Isaan sanan
sarbame,sarbam_,Ani sarbame,Nuti sarbamne,Ati sarbamte,Isin sarbamtan,Inni sarbame,Isheen sarbamte,Isaan sarbaman
sarbu,sarb_,Ani sarbe,Nuti sarbne,Ati sarbte,Isin sarbtan,Inni sarbe,Isheen sarbte,Isaan sarban
sarbuu,sarb_,Ani sarbe,Nuti sarbne,Ati sarbte,Isin sarbtan,Inni sarbe,Isheen sarbte,Isaan sarban
sassaabuu,sassaab_,Ani sassaabe,Nuti sassaabne,Ati sassaabte,Isin sassaabtan,Inni sassaabe,Isheen sassaabte,Isaan sassaaban
seenan,seen_,Ani seene,Nuti seenne,Ati seente,Isin seentan,Inni seene,Isheen seente,Isaan seenan
seenne,seen_,Ani seene,Nuti seenne,Ati seente,Isin seentan,Inni seene,Isheen seente,Isaan seenan
seensise,seensis_,Ani seensise,Nuti seensisne,Ati seensiste,Isin seensistan,Inni seensise,Isheen seensiste,Isaan seensisan
seensisuun,seensis_,Ani seensise,Nuti seensisne,Ati seensiste,Isin seensistan,Inni seensise,Isheen seensiste,Isaan seensisan
seente,seen_,Ani seene,Nuti seenne,Ati seente,Isin seentan,Inni seene,Isheen seente,Isaan seenan
seentuu,seen_,Ani seene,Nuti seenne,Ati seente,Isin seentan,Inni seene,Isheen seente,Isaan seenan
seenu,seen_,Ani seene,Nuti seenne,Ati seente,Isin seentan,Inni seene,Isheen seente,Isaan seenan
seenuun,seen_,Ani seene,Nuti seenne,Ati seente,Isin seentan,Inni seene,Isheen seente,Isaan seenan
seeran,seer_,Ani seere,Nuti seerne,Ati seerte,Isin seertan,Inni seere,Isheen seerte,Isaan seeran
shakalsiisu,shakalsiis_,Ani shakalsiise,Nuti shakalsiisne,Ati shakalsiiste,Isin shakalsiistan,Inni shakalsiise,Isheen shakalsiiste,Isaan shakalsiisan
shakkine,shakki_,Ani shakkie,Nuti shakkine,Ati shakkite,Isin shakkitan,Inni shakkie,Isheen shakkite,Isaan shakkian
shakkisiifne,shakkisiif_,Ani shakkisiife,Nuti shakkisiifne,Ati shakkisiifte,Isin shakkisiiftan,Inni shakkisiife,Isheen shakkisiifte,Isaan shakkisiifan
shakkuun,shakk_,Ani shakke,Nuti shakkne,Ati shakkte,Isin shakktan,Inni shakke,Isheen shakkte,Isaan shakkan
simachuu,simat_,Ani simate,Nuti simatne,Ati simatte,Isin simattan,Inni simate,Isheen simatte,Isaan simatan
simatamuu,simatam_,Ani simatame,Nuti simatamne,Ati simatamte,Isin simatamtan,Inni simatame,Isheen simatamte,Isaan simataman
simsiisuun,simsiis_,Ani simsiise,Nuti simsiisne,Ati simsiiste,Isin simsiistan,Inni simsiise,Isheen simsiiste,Isaan simsiisan
